"Checked"	"Protein Group FDR Confidence: Combined"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. Protein Group q-value: Combined"	"Exp. Protein q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Protein Unique Peptides"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score CHIMERYS on Ardia Server: CHIMERYS on Ardia Server"	"# Peptides (by Search Engine): CHIMERYS on Ardia Server"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance: F4: Sample, AS, RA, kd, d7"	"Abundance: F5: Sample, AS, RA, kd, d7"	"Abundance: F6: Sample, AS, RA, kd, d7"	"Abundance: F10: Sample, AS, RA, sc, d7"	"Abundance: F11: Sample, AS, RA, sc, d7"	"Abundance: F12: Sample, AS, RA, sc, d7"	"Abundance: F16: Sample, BE, RA, kd, d7"	"Abundance: F17: Sample, BE, RA, kd, d7"	"Abundance: F18: Sample, BE, RA, kd, d7"	"Abundance: F22: Sample, BE, RA, sc, d7"	"Abundance: F23: Sample, BE, RA, sc, d7"	"Abundance: F24: Sample, BE, RA, sc, d7"	"Found in Sample: F4: Sample, AS, RA, kd, d7"	"Found in Sample: F5: Sample, AS, RA, kd, d7"	"Found in Sample: F6: Sample, AS, RA, kd, d7"	"Found in Sample: F10: Sample, AS, RA, sc, d7"	"Found in Sample: F11: Sample, AS, RA, sc, d7"	"Found in Sample: F12: Sample, AS, RA, sc, d7"	"Found in Sample: F16: Sample, BE, RA, kd, d7"	"Found in Sample: F17: Sample, BE, RA, kd, d7"	"Found in Sample: F18: Sample, BE, RA, kd, d7"	"Found in Sample: F22: Sample, BE, RA, sc, d7"	"Found in Sample: F23: Sample, BE, RA, sc, d7"	"Found in Sample: F24: Sample, BE, RA, sc, d7"	"# Protein Groups"	"Modifications"	"Abundances (Grouped): AS, RA, kd, d7"	"Abundances (Grouped): AS, RA, sc, d7"	"Abundances (Grouped): BE, RA, kd, d7"	"Abundances (Grouped): BE, RA, sc, d7"	"Abundances (Grouped) CV [%]: AS, RA, kd, d7"	"Abundances (Grouped) CV [%]: AS, RA, sc, d7"	"Abundances (Grouped) CV [%]: BE, RA, kd, d7"	"Abundances (Grouped) CV [%]: BE, RA, sc, d7"
"False"	"High"	"High"	"IsMasterProtein"	"Q86W74"	"Ankyrin repeat domain-containing protein 46 OS=Homo sapiens OX=9606 GN=ANKRD46 PE=1 SV=2"	"0.00000"	"0.00000"	"11.286"	"21"	"4"	"36"	"0"	"4"	"228"	"25.3"	"5.73"	"5.73"	"4"	""	"other membranes"	""	"Pf12796"	"157567"	"ENSG00000186106"	"ANKRD46"	"hsa:157567; Q6P9B7; Q86W74"	""	"0"	"0"	"145029.8125"	"184502.95703125"	"225991.56640625"	"56061.77734375"	"65865.875"	""	"612666.42578125"	"637587.3828125"	"688269.650390625"	"405976.4609375"	""	"366730.501953125"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"184502.95703125"	"60766.4218035032"	"637587.3828125"	"385854.83190024"	"21.86"	"11.37"	"5.96"	"7.18"
"False"	"High"	"High"	"IsMasterProtein"	"O43521"	"Bcl-2-like protein 11 OS=Homo sapiens OX=9606 GN=BCL2L11 PE=1 SV=1"	"0.00000"	"0.00000"	"11.283"	"31"	"5"	"25"	"0"	"5"	"198"	"22.2"	"8.21"	"3.05"	"5"	"cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;signal transduction;other biological processes"	"other membranes;cytosol;mitochondrion;other cell component"	"cytoskeletal activity;other molecular function"	"Pf06773, Pf08945"	"10018"	"ENSG00000153094"	"BCL2L11"	"A8K2W2; hsa:10018; O43521; O43522; Q0MSE7; Q0MSE8; Q0MSE9; Q53R28; Q6JTU6; Q6T851; Q6TE14; Q6TE15; Q6TE16; Q6V402; Q8WYL6; Q8WYL7; Q8WYL8; Q8WYL9; Q8WYM0; Q8WYM1"	"NRAGE signals death through JNK; Signaling by BRAF and RAF1 fusions; Activation of BIM and translocation to mitochondria ; BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members; Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models; RUNX3 regulates BCL2L11 (BIM) transcription; FLT3 Signaling; FOXO-mediated transcription of cell death genes"	"25"	"0"	"58649.9196777344"	"68298.486328125"	"71290.392578125"	""	"2171.22924804688"	""	"228433.856933594"	"99686.3798828125"	"269626.651855469"	"15196.7241210938"	""	"49006.48828125"	"High"	"High"	"High"	"n/a"	"High"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"68298.486328125"	"2171.22924804688"	"228433.856933594"	"27289.8897497548"	"10.00"	""	"44.49"	"74.47"
"False"	"High"	"High"	"IsMasterProtein"	"Q86VZ2"	"WD repeat-containing protein 5B OS=Homo sapiens OX=9606 GN=WDR5B PE=2 SV=1"	"0.00000"	"0.00000"	"11.277"	"20"	"5"	"25"	"0"	"3"	"330"	"36.3"	"7.61"	"5.88"	"5"	""	"nucleus"	"other molecular function"	"Pf25175"	"54554"	"ENSG00000196981"	"WDR5B"	"B2RCM9; hsa:54554; Q86VZ2; Q9NUL4"	""	"0"	"0"	"48668.19140625"	"43896.3720703125"	"23062.81640625"	"7328.22607421875"	"34998"	""	"41048.86328125"	"26720.8046875"	"43923.4453125"	"25123.767578125"	""	"26342.822265625"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"43896.3720703125"	"16014.7824257936"	"41048.86328125"	"25726.0751758487"	"35.33"	"92.45"	"24.75"	"3.35"
"False"	"High"	"High"	"IsMasterProtein"	"Q96D05"	"Protein FAM241B OS=Homo sapiens OX=9606 GN=FAM241B PE=1 SV=1"	"0.00000"	"0.00000"	"11.272"	"38"	"3"	"32"	"0"	"3"	"121"	"13.2"	"11.58"	"10.49"	"4"	""	"other membranes;other cell component"	""	"Pf15378"	"219738"	"ENSG00000171224"	"FAM241B"	"hsa:219738; Q96D05"	""	"0"	"0"	"225447.803710938"	"274453.858886719"	"281038.643066406"	"133446.8984375"	"219250.372070313"	"119746.69140625"	"572278.9296875"	"569446.541015625"	"577037.412109375"	"443580.42578125"	""	"481927.060546875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"274453.858886719"	"133446.8984375"	"572278.9296875"	"462356.367656907"	"11.67"	"34.25"	"0.67"	"5.86"
"False"	"High"	"High"	"IsMasterProtein"	"P52803"	"Ephrin-A5 OS=Homo sapiens OX=9606 GN=EFNA5 PE=1 SV=1"	"0.00000"	"0.00000"	"11.268"	"31"	"4"	"20"	"0"	"4"	"228"	"26.3"	"6.42"	"7.11"	"4"	"cell adhesion;cell organization and biogenesis;developmental processes;signal transduction;other biological processes"	"extracellular matrix;plasma membrane;other membranes;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity"	"Pf00812"	"1946"	"ENSG00000184349"	"EFNA5"	"hsa:1946; P52803"	"EPH-ephrin mediated repulsion of cells; EPHA-mediated growth cone collapse"	"8"	"0"	"185565.6875"	"226945.299804688"	"189801.4453125"	"62826.0859375"	"74889.828125"	"48227.47265625"	"183921.35546875"	"133875.125"	"161028.564453125"	"210658.755859375"	""	"163745.83984375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"189801.4453125"	"62826.0859375"	"161028.564453125"	"185726.936384125"	"11.34"	"21.54"	"15.70"	"17.72"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y3B1"	"PRELI domain containing protein 3B OS=Homo sapiens OX=9606 GN=PRELID3B PE=1 SV=2"	"0.00000"	"0.00000"	"11.266"	"36"	"5"	"36"	"0"	"5"	"194"	"21.5"	"6.73"	"4.80"	"5"	"cell organization and biogenesis;transport"	"mitochondrion"	"transporter activity"	"Pf04707"	"51012"	"ENSG00000101166"	"PRELID3B"	"E1P5I8; hsa:51012; Q5JX17; Q9NUL0; Q9Y3B1"	""	"0"	"0"	"86155.2412109375"	"20861.939453125"	"42268.08203125"	"51351.369140625"	"83510.541015625"	"33389.1015625"	"155552.86328125"	"212930.155273438"	"249034.392578125"	"198007.806152344"	""	"196490.58984375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"42268.08203125"	"51351.369140625"	"212930.155273438"	"197247.73921275"	"66.89"	"45.28"	"22.90"	"0.54"
"False"	"High"	"High"	"IsMasterProtein"	"Q7Z7K0"	"COX assembly mitochondrial protein homolog OS=Homo sapiens OX=9606 GN=CMC1 PE=1 SV=1"	"0.00000"	"0.00000"	"11.262"	"34"	"3"	"33"	"0"	"3"	"106"	"12.5"	"8.63"	"5.68"	"3"	""	"mitochondrion"	"other molecular function"	"Pf08583"	"152100"	"ENSG00000187118"	"CMC1"	"hsa:152100; Q68DJ7; Q7Z7K0"	"Complex IV assembly"	"2"	"0"	"620156.703125"	"459949.494140625"	"411352.615234375"	"283291.625"	"353400.26953125"	"140771.73046875"	"143619.723632813"	"145928.583984375"	"112391.31640625"	"132753.34375"	""	"118438.868164063"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"459949.494140625"	"283291.625"	"143619.723632813"	"125392.008432534"	"21.98"	"41.81"	"13.98"	"8.06"
"False"	"High"	"High"	"IsMasterProtein"	"Q8NDZ6"	"Transmembrane protein 161B OS=Homo sapiens OX=9606 GN=TMEM161B PE=2 SV=1"	"0.00000"	"0.00000"	"11.257"	"14"	"6"	"29"	"0"	"6"	"487"	"55.4"	"8.37"	"8.86"	"6"	"other biological processes"	"plasma membrane;other membranes"	""	"Pf10268"	"153396"	"ENSG00000164180"	"TMEM161B"	"hsa:153396; Q5CZH7; Q6UWQ6; Q8NDZ6"	""	"0"	"0"	"884890.056640625"	"1031525.8359375"	"385356.74609375"	"205929.58984375"	"553453.375"	"34746.541015625"	"212841.765625"	"78229.25"	"1463352.6171875"	"278807.40625"	""	"821613.84765625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"884890.056640625"	"205929.58984375"	"212841.765625"	"478614.694513365"	"44.15"	"99.85"	"130.61"	"69.76"
"False"	"High"	"High"	"IsMasterProtein"	"Q0P6H9"	"Transmembrane protein 62 OS=Homo sapiens OX=9606 GN=TMEM62 PE=1 SV=1"	"0.00000"	"0.00000"	"11.249"	"12"	"6"	"44"	"0"	"6"	"643"	"73.1"	"9.26"	"8.37"	"6"	""	"other membranes"	"other molecular function"	"Pf00149, Pf24384, Pf24394"	"80021"	"ENSG00000137842"	"TMEM62"	"hsa:80021; Q0P6H9; Q6I9Y5; Q9H5J6"	""	"0"	"0"	"247233.539550781"	"190412.59765625"	"287646.97265625"	"117742.181152344"	"172711.306640625"	"47652.939453125"	"165203.129882813"	"143612.047851563"	"66000.806640625"	"120253.202148438"	""	"120533.087890625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"247233.539550781"	"117742.181152344"	"143612.047851563"	"120393.06368594"	"20.20"	"55.62"	"41.76"	"0.16"
"False"	"High"	"High"	"IsMasterProtein"	"O94818"	"Nucleolar protein 4 OS=Homo sapiens OX=9606 GN=NOL4 PE=1 SV=2"	"0.00000"	"0.00000"	"11.244"	"8"	"5"	"37"	"0"	"2"	"638"	"71.3"	"5.62"	"22.81"	"5"	""	"nucleus"	"nucleic acid binding activity"	"Pf23079"	"8715"	"ENSG00000101746"	"NOL4"	"B4DSQ0; B7Z3Z7; F5H1E3; hsa:8715; O94818; Q6IBS2; Q9BWF1"	""	"0"	"0"	""	""	""	""	""	""	""	"7879.294921875"	"19552.158203125"	"24861.0810546875"	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"n/a"	"n/a"	"1"	""	""	""	"12411.9789252794"	"24861.0810546875"	""	""	"60.18"	""
"False"	"High"	"High"	"IsMasterProtein"	"Q6DN03"	"Putative histone H2B type 2-C OS=Homo sapiens OX=9606 GN=H2BC20P PE=5 SV=3"	"0.00000"	"0.00000"	"11.243"	"16"	"3"	"43"	"0"	"2"	"193"	"21.5"	"10.70"	"20.26"	"3"	""	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00125"	""	""	"H2BC20P"	"B7Z677; Q6DN03"	""	"0"	"0"	"19643168.6015625"	"26864707.6914063"	"23303662.3320313"	"17956426"	"28214681.1210938"	"11568856"	"28630779.9746094"	"23102615.9960938"	"26670052.5996094"	"18227802"	"17304.341796875"	"18398281.125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"23303662.3320313"	"17956426"	"26670052.5996094"	"18227802"	"15.52"	"43.63"	"10.72"	"86.48"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NY97"	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GNT2 PE=1 SV=2"	"0.00000"	"0.00000"	"11.242"	"21"	"6"	"48"	"0"	"6"	"397"	"46.0"	"8.54"	"6.35"	"6"	"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes"	"other membranes;ER/Golgi"	"other molecular function"	"Pf01762"	"10678"	"ENSG00000170340"	"B3GNT2"	"hsa:10678; Q54AC1; Q9NQQ9; Q9NQR0; Q9NUT9; Q9NY97"	"Keratan sulfate biosynthesis; O-linked glycosylation of mucins"	"2"	"0"	"200041.357421875"	"327154.799804688"	"201680.020507813"	"133816.220703125"	"127237.774414063"	"38793.8203125"	"222026.423828125"	"105441.2421875"	"281155.830078125"	"212806.374023438"	""	"233851.49609375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"201680.020507813"	"127237.774414063"	"222026.423828125"	"223080.902238777"	"30.01"	"53.09"	"44.07"	"6.66"
"False"	"High"	"High"	"IsMasterProtein"	"Q8IUW5"	"RELT-like protein 1 OS=Homo sapiens OX=9606 GN=RELL1 PE=1 SV=1"	"0.00000"	"0.00000"	"11.241"	"21"	"4"	"37"	"0"	"4"	"271"	"29.3"	"8.34"	"5.49"	"4"	"other biological processes"	"plasma membrane;other membranes;cytoskeleton"	""	"Pf12606"	"768211"	"ENSG00000181826"	"RELL1"	"hsa:768211; Q8IUW5; Q8NBK1"	""	"0"	"0"	"230081.302734375"	"432003.85546875"	"329080.734375"	"173515.03515625"	"217191.84765625"	"160352.62109375"	"287899.494140625"	"167686.484375"	"288257.826171875"	"156604.087890625"	""	"136371.431640625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"329080.734375"	"173515.03515625"	"287899.494140625"	"146138.029500944"	"30.56"	"16.20"	"28.03"	"9.77"
"False"	"High"	"High"	"IsMasterProtein"	"O15297"	"Protein phosphatase 1D OS=Homo sapiens OX=9606 GN=PPM1D PE=1 SV=1"	"0.00000"	"0.00000"	"11.233"	"18"	"7"	"33"	"0"	"7"	"605"	"66.6"	"8.94"	"4.41"	"7"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol;nucleus"	"kinase activity;other molecular function"	"Pf00481"	"8493"	"ENSG00000170836"	"PPM1D"	"hsa:8493; O15297; Q53XP4; Q6P991; Q8IVR6"	"Transcriptional regulation by RUNX2"	"2"	"0"	"11295.0888671875"	"27790.5776367188"	"48439.3583984375"	"12684.677734375"	"6284.7216796875"	"14409.4990234375"	"112523.705078125"	"76439.5356445313"	"115274.892089844"	"49552.2485351563"	""	"43659.1884765625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"27790.5776367188"	"12684.677734375"	"112523.705078125"	"46512.4817466651"	"63.79"	"38.47"	"21.37"	"8.94"
"False"	"High"	"High"	"IsMasterProtein"	"O75398"	"Deformed epidermal autoregulatory factor 1 homolog OS=Homo sapiens OX=9606 GN=DEAF1 PE=1 SV=1"	"0.00000"	"0.00000"	"11.232"	"18"	"6"	"35"	"0"	"6"	"565"	"59.3"	"5.34"	"7.98"	"6"	"RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;other biological processes"	"non-structural extracellular;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01342, Pf01753"	"10522"	"ENSG00000177030"	"DEAF1"	"A8K1F8; A8K5R8; C7T5V5; hsa:10522; O15152; O75398; O75399; O75510; O75511; O75512; O75513; Q9UET1"	""	"1"	"0"	"54993.5024414063"	"93242.0571289063"	"74177.041015625"	"27638.7021484375"	"23984.2397460938"	"8795.9638671875"	"158708.40234375"	"114695.866210938"	"156821.282226563"	"81073.8361816406"	""	"121581.673828125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"74177.041015625"	"23984.2397460938"	"156821.282226563"	"99282.8923160031"	"25.80"	"49.62"	"17.35"	"28.27"
"False"	"High"	"High"	"IsMasterProtein"	"Q8NC67"	"Neuropilin and tolloid-like protein 2 OS=Homo sapiens OX=9606 GN=NETO2 PE=1 SV=1"	"0.00000"	"0.00000"	"11.226"	"14"	"6"	"47"	"0"	"6"	"525"	"59.4"	"6.81"	"6.99"	"6"	"other biological processes"	"plasma membrane;other membranes;other cell component"	"signal transduction activity or receptor binding"	"Pf00057, Pf00431"	"81831"	"ENSG00000171208"	"NETO2"	"hsa:81831; J3KNF1; Q7Z381; Q8NC67; Q8ND51; Q96SP4; Q9NVY8"	""	"0"	"0"	"111566.681640625"	"176016.482421875"	"172564.326171875"	"75124.1569824219"	"128610.318359375"	"91293.3486328125"	"159034.62890625"	"108357.548828125"	"167012.62109375"	"768691.959960938"	""	"101276.84765625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"172564.326171875"	"91293.3486328125"	"159034.62890625"	"279017.380325219"	"23.64"	"27.89"	"21.97"	"108.49"
"False"	"High"	"High"	"IsMasterProtein"	"Q9H446"	"RWD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RWDD1 PE=1 SV=1"	"0.00000"	"0.00000"	"11.216"	"14"	"3"	"30"	"0"	"3"	"243"	"27.9"	"4.20"	"13.23"	"3"	"protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol"	""	"Pf05773, Pf16543"	"51389"	"ENSG00000111832"	"RWDD1"	"A8K3W2; A8MT24; hsa:51389; Q9H446; Q9Y313; Q9Y6B3"	"Protein hydroxylation"	"1"	"0"	"852621.5"	"918951.875"	"965152.3203125"	"473261.328125"	"532852.63671875"	"292551.140625"	"1859848.734375"	"1393456.90625"	"1712958.59375"	"1854636.5625"	""	"1683855.828125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"918951.875"	"473261.328125"	"1712958.59375"	"1767184.36639173"	"6.20"	"28.91"	"14.40"	"6.83"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y6I8"	"Peroxisomal membrane protein 4 OS=Homo sapiens OX=9606 GN=PXMP4 PE=1 SV=3"	"0.00000"	"0.00000"	"11.216"	"27"	"5"	"28"	"0"	"5"	"212"	"24.2"	"10.07"	"7.18"	"5"	"other metabolic processes"	"other membranes;cytosol;other cytoplasmic organelle"	""	"Pf02466"	"11264"	"ENSG00000101417"	"PXMP4"	"A2A2I7; hsa:11264; Q9H0T4; Q9Y6I8"	"Class I peroxisomal membrane protein import"	"1"	"0"	"134906.451171875"	"205318.149414063"	"193125.228515625"	""	"50279.4140625"	""	"97751.57421875"	"79408.00390625"	"208106.868164063"	"9770.9072265625"	""	"81309.39453125"	"High"	"High"	"High"	"n/a"	"High"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"193125.228515625"	"50279.4140625"	"97751.57421875"	"28186.2830222932"	"21.17"	""	"54.21"	"111.08"
"False"	"High"	"High"	"IsMasterProtein"	"Q9HC16"	"DNA dC->dU-editing enzyme APOBEC-3G OS=Homo sapiens OX=9606 GN=APOBEC3G PE=1 SV=1"	"0.00000"	"0.00000"	"11.209"	"25"	"6"	"36"	"0"	"5"	"384"	"46.4"	"8.00"	"6.07"	"8"	"DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf05240, Pf18782"	"60489"	"ENSG00000239713"	"APOBEC3G"	"B2RDR9; hsa:60489; Q45F02; Q5TF77; Q7Z2N1; Q7Z2N4; Q9H9H8; Q9HC16"	""	"1"	"0"	"220611.740234375"	"170016.84375"	"232018.53515625"	"135570.974609375"	"57510.6948242188"	"39225.1323242188"	"22101.41796875"	"59654.609375"	"113424.09375"	""	""	"57583.50390625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"n/a"	"High"	"1"	""	"220611.740234375"	"57510.6948242188"	"59654.609375"	"57583.50390625"	"15.90"	"66.08"	"70.55"	""
"False"	"High"	"High"	"IsMasterProtein"	"A8MTT3"	"Protein CEBPZOS OS=Homo sapiens OX=9606 GN=CEBPZOS PE=1 SV=2"	"0.00000"	"0.00000"	"11.208"	"40"	"4"	"47"	"0"	"4"	"80"	"9.3"	"9.70"	"23.07"	"4"	""	"other membranes;mitochondrion"	""	""	"100505876"	"ENSG00000218739"	"CEBPZOS"	"A8MTT3; A8MUR5; hsa:100505876"	""	"0"	"0"	"671362.20703125"	"685658.126953125"	"818761.84375"	"295429.111328125"	"485081.880859375"	"287079.622070313"	"450364.091796875"	"432177.42578125"	"690063.0859375"	"548510.11328125"	""	"245264.453125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"685658.126953125"	"295429.111328125"	"450364.091796875"	"366783.359719955"	"11.21"	"31.47"	"27.46"	"54.03"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y5G0"	"Protocadherin gamma-B5 OS=Homo sapiens OX=9606 GN=PCDHGB5 PE=2 SV=1"	"0.00000"	"0.00000"	"11.204"	"5"	"4"	"41"	"0"	"1"	"923"	"99.8"	"5.05"	"18.01"	"4"	"cell adhesion;developmental processes"	"plasma membrane;other membranes"	"other molecular function"	"Pf00028, Pf08266, Pf15974, Pf16492"	"56101"	"ENSG00000276547"	"PCDHGB5"	"hsa:56101; Q52LK8; Q9Y5C6; Q9Y5G0"	""	"0"	"0"	"61051.4765625"	"83546.7734375"	"76103.8984375"	""	"50800.03125"	""	""	"38243.8984375"	"103567.65625"	"73140.390625"	""	"97042.375"	"High"	"High"	"High"	"n/a"	"High"	"n/a"	"n/a"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"76103.8984375"	"50800.03125"	"62935.132692598"	"84247.9508040269"	"15.58"	""	"65.14"	"19.86"
"False"	"High"	"High"	"IsMasterProtein"	"Q00444"	"Homeobox protein Hox-C5 OS=Homo sapiens OX=9606 GN=HOXC5 PE=1 SV=1"	"0.00000"	"0.00000"	"11.189"	"29"	"5"	"25"	"0"	"4"	"222"	"25.0"	"9.52"	"9.36"	"5"	"developmental processes;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00046"	"3222"	"ENSG00000172789"	"HOXC5"	"hsa:3222; Q00444"	""	"0"	"0"	""	""	"29340.5859375"	""	""	""	"197780.4453125"	"156314.166015625"	"181634.244140625"	"116433.931640625"	""	"120804.06640625"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"29340.5859375"	""	"181634.244140625"	"118598.871874292"	""	""	"11.70"	"2.61"
"False"	"High"	"High"	"IsMasterProtein"	"Q69YU5"	"Ubiquinol-cytochrome-c reductase complex assembly factor 6 OS=Homo sapiens OX=9606 GN=UQCC6 PE=1 SV=2"	"0.00000"	"0.00000"	"11.189"	"59"	"4"	"51"	"0"	"4"	"71"	"8.0"	"9.16"	"22.47"	"4"	"cell organization and biogenesis"	"other membranes;mitochondrion"	""	"Pf14990"	"728568"	"ENSG00000204954"	"UQCC6"	"hsa:728568; Q69YU5"	"Complex III assembly"	"1"	"0"	"513007.78515625"	"644145.234375"	"699920.313476563"	"379301.280761719"	"378467.3359375"	"203165.066162109"	"639487.326171875"	"500649.528320313"	"580240.050292969"	"559106.059570313"	""	"505766.79296875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"644145.234375"	"378467.3359375"	"580240.050292969"	"531768.068501929"	"15.50"	"31.67"	"12.15"	"7.08"
"False"	"High"	"High"	"IsMasterProtein"	"P14136"	"Glial fibrillary acidic protein OS=Homo sapiens OX=9606 GN=GFAP PE=1 SV=1"	"0.00000"	"0.00000"	"11.187"	"8"	"4"	"57"	"0"	"1"	"432"	"49.9"	"5.52"	"24.94"	"4"	"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes"	"other membranes;cytosol;cytoskeleton;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;cytoskeletal activity;other molecular function"	"Pf00038, Pf04732"	"2670"	"ENSG00000131095"	"GFAP"	"A7REI1; B2RD44; D3DX59; E9PAX3; hsa:2670; P14136; Q53H98; Q5D055; Q6ZQS3; Q7Z5J6; Q7Z5J7; Q96KS4; Q96P18; Q9UFD0"	"Nuclear signaling by ERBB4; Chaperone Mediated Autophagy"	"6"	"0"	""	""	""	""	""	""	""	""	""	"33177.27734375"	""	""	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"1"	""	""	""	""	"33177.27734375"	""	""	""	""
"False"	"High"	"High"	"IsMasterProtein"	"Q08722"	"Leukocyte surface antigen CD47 OS=Homo sapiens OX=9606 GN=CD47 PE=1 SV=1"	"0.00000"	"0.00000"	"11.183"	"12"	"4"	"55"	"0"	"4"	"323"	"35.2"	"7.21"	"38.78"	"4"	"cell adhesion;stress response;transport;developmental processes;signal transduction;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;other cell component"	"other molecular function"	"Pf04549, Pf08204"	"961"	"ENSG00000196776"	"CD47"	"A8K198; D3DN59; hsa:961; Q08722; Q53Y71; Q96A60"	"Integrin cell surface interactions; Neutrophil degranulation; Cell surface interactions at the vascular wall; Signal regulatory protein family interactions"	"7"	"0"	"3391164.61914063"	"4565566.0859375"	"4268023.515625"	"2596375.8203125"	"3834186.97070313"	"2500999.12695313"	"5520671.609375"	"5500339.078125"	"6325900.5625"	"5513483.74609375"	"8466.0009765625"	"5238836.2265625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"4268023.515625"	"2596375.8203125"	"5520671.609375"	"5238836.2265625"	"14.98"	"24.98"	"8.14"	"86.48"
